sentence,intent,category
이 반찬은 얼마인가요?,가격 문의,반찬가게
제일 맛있는 반찬이 뭐에요?,반찬 추천 요청,반찬가게
언제 문 닫나요?,마감시간 문의,반찬가게
이거 이상한 냄새가 나는데 상한거 아닌가요?,반찬 신선도 문의,반찬가게
여기있는 반찬들은 하나에 얼마씩하나요?,가격 문의,반찬가게
그럼 저쪽 선반에 있는 반찬들은요?,가격 문의,반찬가게
왜 가격이 다른가요?,가격 비교 문의,반찬가게
선반에 있는 반찬들은 그럼 보통 하나사면 얼마동안 먹을 수 있나요?,유통기한 문의,반찬가게
그럼 선반에 있는 마늘장아찌랑 멸치볶음 하나 주세요,(일반)제품 주문,반찬가게
오늘 새로운 반찬 좀 있나요?,반찬 문의,반찬가게
나물종류 좀 많이 있을까요?,제품군의 다른 품목 문의,반찬가게
3가지 섞으면 더 저렴하게 되죠?,가격할인 문의,반찬가게
김치는 오늘 새로 한건가요?,제조시간 문의,반찬가게
그럼 겉절이랑 깍두기 좀 섞어주세요,(일반)제품 주문,반찬가게
맛있는 반찬 추천해주세요,반찬 추천 요청,반찬가게
다른 밑반찬은요?,반찬 추천 요청,반찬가게
그럼 닭도리탕이랑 콩나물무침 주세요,(일반)제품 주문,반찬가게
혹시 가게 쿠폰이 있나요?,쿠폰발행 문의,반찬가게
네 쿠폰 도장찍어주세요,적립요청,반찬가게
반찬 하나에 얼마에요?,가격 문의,반찬가게
젓갈 종류는 한 통에 얼만데요?,가격 문의,반찬가게
오징어 젓갈 있나요?,제품군의 다른 품목 문의,반찬가게
그럼 명란젓 있나요?,제품군의 다른 품목 문의,반찬가게
그럼 명란젓 하나 주세요,(일반)제품 주문,반찬가게
연근조림 한 팩에 얼만가요?,가격 문의,반찬가게
맛 볼 수 있나요?,시식문의,반찬가게
추천 반찬 있나요?,반찬 추천 요청,반찬가게
그럼 연근조림이랑 장조림 한 팩씩 주세요,(일반)제품 주문,반찬가게
그럼 장조림 한 팩 더 주세요,(일반)제품 주문,반찬가게
다 오늘 만든 반찬이신가요?,제조시간 문의,반찬가게
시금치 무침이랑 콩나물 무침 2개하면 얼마죠?,가격 문의,반찬가게
카드도 가능한가요?,카드결제,반찬가게
현금이 없는데 계좌이체도 되나요?,계좌이체 문의,반찬가게
반찬들은 봉투에  담아주실 수 있죠?,포장방법 문의,반찬가게
배추김치 있나요?,반찬 문의,반찬가게
장조림도 있나요?,반찬 문의,반찬가게
고기반찬 추천해주세요,반찬 추천 요청,반찬가게
그럼 김치랑 불고기 포장해주세요,포장 요청,반찬가게
얼마에요?,가격 문의,반찬가게
진미채 있나요?,반찬 문의,반찬가게
양념게장은 어떻게 파나요,가격 문의,반찬가게
간장진미채랑 양념게장 깻잎 포장해 주세요,(일반)제품 주문,반찬가게
현금으로 할께요,현금결제,반찬가게
간장게장 있나요?,반찬 문의,반찬가게
얼마부터 살 수 있나요?,판매단위 문의,반찬가게
1키로에 얼마인가요?,gram당 가격문의,반찬가게
겉절이 김치는 없나요?,제품군의 다른 품목 문의,반찬가게
김치 2키로 두 개로 나눠서 포장할 수 있나요?,나눔 포장 요청,반찬가게
반찬 오늘 나온건가요?,제조시간 문의,반찬가게
"열무김치 한 팩하고, 장아찌 2팩 주세요.",(일반)제품 주문,반찬가게
혹시 정기 배송도 하시나요?,정기 배송 문의,반찬가게
"네, 그럼 결제 해주세요.",결제 요청,반찬가게
카드 결제도 가능하죠?,카드결제 문의,반찬가게
이 게장 가격은 얼마인가요?,가격 문의,반찬가게
지금 행사중인 제품 있나요?,가격할인 문의,반찬가게
지금 얼마인가요?,가격 문의,반찬가게
적립 가능한가요?,적립금 사용금액문의,반찬가게
집으로 배달도 가능한가요?,배달 문의,반찬가게
돈까스 한개 얼마에요?,가격 문의,반찬가게
잘라주실 수 있나요?,제품 원하는 상태 요구,반찬가게
김치는 뭐가 제일 맛있어요?,반찬 추천 요청,반찬가게
그럼 물김치 한 개 주세요,(일반)제품 주문,반찬가게
현금 영수증 해주세요,현금영수증 발급문의요청,반찬가게
추천해주실 반찬 있나요?,반찬 추천 요청,반찬가게
할인 되나요?,가격할인 문의,반찬가게
장조림은 몇 일까지 보관가능한가요?,유통기한 문의,반찬가게
고등어 구이 나오는 날 알려주세요.,특정반찬 나오는 요일 문의,반찬가게
배달 되나요?,배달 문의,반찬가게
저번에 그 반찬이 없네요?,반찬 문의,반찬가게
그럼 오늘 행사 반찬은 뭔가요?,가격할인 문의,반찬가게
그러면 제육볶음 2팩이랑 우엉볶음 주세요,(일반)제품 주문,반찬가게
저는 가지를 못먹어서 제육볶음만 주세요,(일반)제품 주문,반찬가게
네 그리고 포인트도 적립해주세요,적립요청,반찬가게
동그랑땡이랑 계란말이 있나요?,반찬 문의,반찬가게
두개에 얼마죠?,가격 문의,반찬가게
삼성페이로 결제 가능한가요?,카카오페이삼성페이,반찬가게
그러면 카드로 계산 가능한가요?,카드결제 문의,반찬가게
그러면 카드로 결제해 주세요,카드결제,반찬가게
혹시 밑반찬 말고 메인용 반찬도 있나요?,메인 반찬 문의,반찬가게
고기류 반찬이 지금 안 보이네요?,반찬 문의,반찬가게
그럼 일단 이 고등어로 가져가겠습니다,(일반)제품 주문,반찬가게
현금으로 할게요,현금결제,반찬가게
오늘 만든 반찬 있나요?,제조시간 문의,반찬가게
파김치는 없나요?,반찬 문의,반찬가게
파김치에 굴이 들어갔나요?,반찬재료 문의,반찬가게
굴 넣은 김치는 뭐가 있나요?,반찬 문의,반찬가게
500g만 살 수 있나요?,판매단위 문의,반찬가게
고구마 케이크 좀 사려고 하는데 있나요?,빵 주문,제과점
혹시 샴페인도 판매를 하나요?,빵 외 기타 제품군 문의주문,제과점
생일초는 큰 사이즈로 2개만 주시겠어요?,케이크 초 요청,제과점
멤버십 할인 가능하죠?,멤버십 할인 문의,제과점
폭죽도 두개만 주시겠어요?,케이크 부품 문의,제과점
어떤 케익이 제일 잘나가요?,인기상품 문의,제과점
1호가 얼마에요?,제품 사이즈 문의,제과점
1호 하나 주세요 ,빵 주문,제과점
삼성페이 되나요?,삼성페이카카오페이 문의,제과점
오늘 식빵 다 팔렸나요?,판매수량 문의,제과점
헉 벌써 다팔린거에요?,판매수량 문의,제과점
그럼 샌드위치는 몇개 남아있나요?,빵 재고 문의,제과점
어떤 종류가 남아있나요?,빵 종류 문의,제과점
그럼 참치 샌드위치랑 연어 샌드위치 하나주세요,빵 주문,제과점
오늘 케이크 새로 나온거 있나요?,새제품 문의,제과점
어르신생신에 어떤게 좋을까요?,소비자 특성에 따른 추천 요청,제과점
이건 언제까지 두고 먹어도 되죠?,유통기한 문의,제과점
그럼 이걸로 포장해주세요,포장 요청,제과점
ㅇㅇㅇ제품 있나요?,빵 종류 문의,제과점
이 제품 가격 라벨이 없는데 가격이 얼마인가요?,가격 문의,제과점
총 얼마인가요?,가격 문의,제과점
포인트 만원 사용해주세요.,포인트 사용 문의,제과점
현금영수증 해주세요.,현금영수증 발급 요청,제과점
바게트 잘라주시나요?,빵 분리 요청,제과점
네 생크림 얼마죠?,가격 문의,제과점
네 다해서 얼만가요?,가격 문의,제과점
통신사 할인 해주세요,통신사할인 문의요청,제과점
맘모스빵 있어요?,빵 종류 문의,제과점
맘모스빵에 고구마 들어가요?,재료 문의,제과점
우유도 파나요?,빵 외 기타 제품군 문의주문,제과점
그럼 요거트랑 빵주세요,빵 주문,제과점
봉투에 담아주세요,쇼핑백 요청,제과점
이 빵 언제 만든건가요?,제품 제조일 문의,제과점
통신사 할인 가능한가요?,통신사할인 문의요청,제과점
저 케이크는 얼마인가요?,가격 문의,제과점
촛불은 따로 사야 되나요?,케이크 부품 문의,제과점
치즈케이크 있나요? ,빵 주문,제과점
생일케잌 있나요?,빵 주문,제과점
두번째 것 생크림인가요?,진열위치 문의,제과점
그걸로 주세요,빵 주문,제과점
네 카드로 계산할께요,카드결제,제과점
가장 잘 나가는 케이크는 어떤 케이크인가요?,인기상품 문의,제과점
그럼 이 케이크 포장 해 주세요.,포장 요청,제과점
식빵 있나요?,빵 주문,제과점
종류 좀 알려주세요,빵 종류 문의,제과점
옥수수식빵은 얼마에요?,가격 문의,제과점
안 잘린 것도 있나요?,빵 분리 요청문의,제과점
삼성페이로 결제할게요,삼성페이카카오페이 문의,제과점
저기요 이 빵 뭔가 이상하지 않아요?,이물질 발견 등 위생에 대한 컴플레인,제과점
이거 여기 있는 거 혹시 곰팡이 아닌가요?,이물질 발견 등 위생에 대한 컴플레인,제과점
근데 산 지 얼마 안되었는데 왠 곰팡이에요?,이물질 발견 등 위생에 대한 컴플레인,제과점
아 그래요?,,제과점
여기는 어떤게 제일 잘나가나요?,인기상품 문의,제과점
혹시 시식도 가능한가요?,시식문의,제과점
네 둘러볼께요,,제과점
여기 이 제품은 가격표가 안 붙어 있는데 얼마인가요?,가격 문의,제과점
여기 계산이요,결제 문의요청,제과점
여기가 그 수요미식회에 나온 밤빵집 맞죠?,매장 확인,제과점
지금 여기 나와있는게 다에요?,진열위치 문의,제과점
그러면 새로 나오려면 얼마나 걸리나요?,제조시간 문의,제과점
그러면 일단 여기 있는거 세개랑 앞으로 새로 나올거 10개만 포장해주세요,빵 주문,제과점
피자빵 팔고 있나요?,빵 주문,제과점
햄이 들어있는 피자빵은 없나요?,빵 종류 문의,제과점
그럼 소세지빵은 남아있나요?,판매수량 문의,제과점
소세지빵 2개랑 피자빵 1개 계산해주시겠어요?,결제 문의요청,제과점
앙버터 있나요?,빵 주문,제과점
몇시쯤에 다 팔리나요?,제품소진시간 문의,제과점
가게는 몇시에 열죠?,오픈 시간 문의,제과점
예약도 받나요?,예약문의요청,제과점
내일 앙버터 두개 예약할게요.,예약문의요청,제과점
식빵 오늘 나온건가요?,제조시간 문의,제과점
마늘빵은 3개에 천원인가요?,가격 문의,제과점
식빵 썰어주실 수 있나요?,빵 분리 요청,제과점
"그럼 식빵 2개 썰어주시고, 마늘빵 6개도 같이 주세요.",빵 주문,제과점
"네, 총 얼마죠?",가격 문의,제과점
요즘 제일 잘 팔리는 빵이 뭔가요?,인기상품 문의,제과점
다른 빵 추천해주실건 없나요?,빵 추천 요청,제과점
그럼 피자빵 3개 생크림 소보로빵 4개 주세요,빵 주문,제과점
매장에서 먹고 가려고 하는데 포크 나이프 좀 주세요,포크나이프 요청,제과점
아이스아메리카노 2잔도 같이 주세요,음료 주문,제과점
이 빵은 하나에 얼마인가요?,가격 문의,제과점
이 빵은요?,가격 문의,제과점
이렇게 골라왔는데 얼마인가요?,가격 문의,제과점
삼성페이로 결제 가능한가요?,삼성페이카카오페이 문의,제과점
그러면 삼성페이로 결제 할게요,삼성페이카카오페이 문의,제과점
식빵은 어떻게 보관하면 되죠?,보관법 문의,제과점
아침에 몇 시에 여나요?,오픈 시간 문의,제과점
식빵 나오는 시간은 언제인가요?,빵 나오는 시간 문의,제과점
케이크 미리 주문 가능한가요?,케이크 주문일 문의,제과점
대량 주문 가능한가요?,대량 주문 문의,제과점
치즈 빵 종류 있나요?,빵 종류 문의,제과점
빵안에 치즈 많이 들은게 어떤건가요?,빵 종류 문의,제과점
이건 얼마인가요?,가격 문의,제과점
치즈 케이크 조각으로 팔죠?,조각 케이크 판매 문의,제과점
포인트 적립할께요 ,적립 요청,제과점
지금 쿠키 있나요?,빵 외 기타 제품군 문의주문,제과점
언제 만든 쿠키인가요?,진열시간 문의,제과점
초코맛은 없나요?,맛에 대한 문의요청,제과점
언제까지 보관할 수 있나요?,유통기한 문의,제과점
선물 포장도 가능한가요?,선물용 포장 문의요청,제과점
초코칩 쿠키 있어요?,빵 외 기타 제품군 문의주문,제과점
버터 쿠키에 우유가 들어가나요?,재료 문의,제과점
혹시 저지방 우유로 만든 버터 쿠키가 있을까요?,빵 외 기타 제품군 문의주문,제과점
저지방 우유로 만든 제과가 하나도 없나요?,빵 외 기타 제품군 문의주문,제과점
저지방 우유로 만든 식빵은 칼로리가 얼마나 될까요?,제품 칼로리 문의,제과점
바게트 한 개 얼마에요?,가격 문의,제과점
잘라주실수 있나요?,빵 분리 요청,제과점
